transaction_id,customer_id,transaction_date,amount
T04125,C0256,2023-09-26,155.95
T04126,C0012,2024-01-17,39.62
T04127,C0380,2023-10-12,29.29
T04128,C0078,2024-02-26,167.46
T04129,C0435,2024-04-05,87.65
T04130,C0172,2023-05-01,35.32
T04131,C0096,2023-12-12,61.65
T04132,C0306,2023-07-31,31.71
T04133,C0373,2024-01-24,101.21
T04134,C0273,2023-05-28,49.89
T04135,C0419,2023-03-19,175.8
T04136,C0385,2023-12-31,58.21
T04137,C0413,2023-01-14,76.19
T04138,C0179,2023-05-16,29.92
T04139,C0064,2023-10-31,49.18
T04140,C0132,2024-02-01,109.7
T04141,C0343,2023-10-07,124.96
T04142,C0412,2023-03-20,45.86
T04143,C0272,2023-08-31,77.56
T04144,C0319,2023-07-12,152.59
T04145,C0332,2024-04-14,60.84
T04146,C0437,2024-02-22,35.77
T04147,C0341,2023-08-30,67.41
T04148,C0109,2023-02-20,93.84
T04149,C0273,2023-08-20,25.56
T04150,C0168,2023-09-16,57.14
T04151,C0397,2024-01-19,95.13
T04152,C0180,2024-01-10,252.6
T04153,C0058,2023-08-06,64.39
T04154,C0421,2023-07-25,38.34
T04155,C0079,2023-11-10,82.3
T04156,C0061,2024-05-03,50.24
T04157,C0369,2024-01-16,43.13
T04158,C0121,2024-03-31,91.94
T04159,C0207,2024-01-04,210.67
T04160,C0034,2023-11-07,160.24
T04161,C0070,2024-01-10,40.09
T04162,C0017,2023-04-30,133.89
T04163,C0020,2023-03-21,44.59
T04164,C0315,2023-02-11,50.76
T04165,C0069,2023-01-21,214.48
T04166,C0215,2023-01-10,206.48
T04167,C0161,2023-11-09,38.85
T04168,C0102,2023-06-02,29.98
T04169,C0376,2023-11-08,51.02
T04170,C0206,2023-10-21,90.38
T04171,C0145,2023-03-27,182.1
T04172,C0057,2023-04-23,34.49
T04173,C0083,2023-07-08,65.21
T04174,C0385,2023-04-22,48.78
T04175,C0269,2023-06-24,26.13
T04176,C0411,2023-11-06,141.5
T04177,C0187,2023-10-29,150.86
T04178,C0006,2024-03-27,43.75
T04179,C0353,2023-01-04,37.3
T04180,C0350,2023-08-10,36.71
T04181,C0110,2024-03-25,71.76
T04182,C0407,2023-08-09,46.23
T04183,C0138,2023-06-20,78.71
T04184,C0051,2023-11-14,61.44
T04185,C0403,2024-04-28,42.76
T04186,C0051,2023-08-01,129.33
T04187,C0087,2023-09-10,37.22
T04188,C0068,2023-05-04,145.3
T04189,C0084,2023-05-08,86.82
T04190,C0042,2023-08-01,158.8
T04191,C0219,2023-04-22,25.36
T04192,C0057,2023-03-26,128.73
T04193,C0226,2023-01-04,28.97
T04194,C0196,2023-03-06,249.83
T04195,C0248,2023-11-14,115.99
T04196,C0166,2023-12-12,53.94
T04197,C0062,2023-04-30,53.91
T04198,C0263,2023-08-31,173.26
T04199,C0112,2024-01-21,199.85
T04200,C0253,2023-05-17,191.63
T04201,C0199,2023-09-04,149.06
T04202,C0178,2024-03-16,153.21
T04203,C0436,2023-02-14,88.78
T04204,C0026,2023-05-26,27.15
T04205,C0410,2024-01-03,31.81
T04206,C0246,2023-06-25,103.64
T04207,C0019,2023-02-11,63.46
T04208,C0265,2023-10-24,87.83
T04209,C0317,2024-04-03,44.71
T04210,C0020,2023-03-30,103.61
T04211,C0106,2023-08-06,45.86
T04212,C0237,2024-03-17,71.33
T04213,C0306,2023-08-16,73.86
T04214,C0246,2023-10-25,39.67
T04215,C0081,2023-10-18,181.69
T04216,C0150,2024-02-26,80.96
T04217,C0397,2023-03-08,176.18
T04218,C0396,2023-09-08,47.84
T04219,C0010,2023-02-10,39.19
T04220,C0321,2023-04-09,26.36
T04221,C0224,2023-11-02,32.39
T04222,C0414,2023-12-26,36.97
T04223,C0264,2023-12-08,31.16
T04224,C0149,2024-03-31,195.39
T04225,C0278,2023-03-20,206.8
T04226,C0274,2023-10-28,232.78
T04227,C0194,2023-07-18,266.16
T04228,C0432,2023-05-27,75.77
T04229,C0172,2024-05-02,81.63
T04230,C0265,2023-04-16,35.52
T04231,C0310,2024-02-05,36.06
T04232,C0026,2023-07-12,136.13
T04233,C0350,2024-05-07,170.2
T04234,C0356,2024-04-21,140.18
T04235,C0026,2023-05-02,159.94
T04236,C0034,2023-03-18,49.28
T04237,C0264,2023-11-08,72.06
T04238,C0138,2023-04-22,71.1
T04239,C0304,2023-12-15,426.75
T04240,C0183,2023-10-24,248.46
T04241,C0363,2023-06-19,93.44
T04242,C0242,2023-01-06,36.14
T04243,C0054,2023-07-16,47.44
T04244,C0168,2023-04-08,58.91
T04245,C0119,2024-04-03,179.89
T04246,C0143,2023-11-25,39.03
T04247,C0081,2023-08-18,43.61
T04248,C0245,2023-06-17,57.24
T04249,C0402,2023-10-24,221.2
T04250,C0352,2023-09-22,77.56
T04251,C0358,2023-01-08,103.06
T04252,C0407,2023-06-21,61.73
T04253,C0062,2024-03-17,40.67
T04254,C0046,2023-12-26,43.9
T04255,C0087,2023-07-14,146.72
T04256,C0099,2023-09-26,192.96
T04257,C0295,2023-01-19,75.95
T04258,C0399,2023-12-20,58.12
T04259,C0053,2023-12-18,148.71
T04260,C0192,2023-02-18,108.86
T04261,C0080,2024-04-08,28.13
T04262,C0016,2023-12-22,57.39
T04263,C0360,2023-12-04,110.97
T04264,C0326,2024-04-06,88.94
T04265,C0194,2023-06-07,311.48
T04266,C0141,2023-03-07,175.81
T04267,C0108,2024-04-05,29.62
T04268,C0303,2023-12-13,122.03
T04269,C0265,2023-02-28,55.75
T04270,C0290,2023-11-05,110.95
T04271,C0209,2023-11-04,97.02
T04272,C0413,2023-12-03,77.44
T04273,C0165,2023-06-08,168.77
T04274,C0427,2023-09-28,117.5
T04275,C0342,2023-05-01,190.24
T04276,C0371,2023-09-11,49.81
T04277,C0320,2024-02-08,57.09
T04278,C0152,2023-09-18,97.95
T04279,C0290,2023-05-15,279.64
T04280,C0432,2023-10-01,59.84
T04281,C0268,2023-02-25,27.46
T04282,C0151,2023-11-27,69.28
T04283,C0207,2023-04-06,83.88
T04284,C0255,2023-04-24,146.08
T04285,C0353,2024-04-19,122.81
T04286,C0377,2024-04-18,275.71
T04287,C0141,2023-12-23,139.48
T04288,C0343,2024-03-04,51.6
T04289,C0358,2023-01-28,101.91
T04290,C0096,2023-11-02,108.66
T04291,C0429,2023-01-02,491.87
T04292,C0370,2023-07-31,36.2
T04293,C0227,2023-03-09,40.93
T04294,C0193,2023-05-08,37.68
T04295,C0303,2023-11-29,91.7
T04296,C0314,2023-01-24,35.9
T04297,C0389,2023-09-10,105.04
T04298,C0377,2024-01-03,147.14
T04299,C0118,2023-08-18,67.53
T04300,C0005,2024-05-02,86.69
T04301,C0352,2023-06-25,207.9
T04302,C0243,2024-03-04,88.22
T04303,C0021,2024-01-10,42.55
T04304,C0152,2023-08-09,56.53
T04305,C0128,2024-03-17,81.6
T04306,C0124,2023-02-05,37.62
T04307,C0146,2023-01-02,96.11
T04308,C0277,2024-01-18,564.27
T04309,C0310,2023-12-27,104.28
T04310,C0394,2023-10-01,59.94
T04311,C0152,2023-06-26,55.23
T04312,C0360,2023-09-21,226.18
T04313,C0111,2023-07-05,178.9
T04314,C0116,2023-01-15,72.95
T04315,C0188,2024-05-03,57.7
T04316,C0057,2024-02-05,117.96
T04317,C0251,2023-10-06,53.32
T04318,C0384,2023-07-13,34.54
T04319,C0407,2023-07-17,52.85
T04320,C0150,2023-12-15,67.73
T04321,C0162,2024-02-15,47.12
T04322,C0120,2024-02-25,43.33
T04323,C0070,2023-11-01,25.46
T04324,C0412,2023-03-05,99.74
T04325,C0351,2023-10-17,96.48
T04326,C0099,2023-01-18,40.62
T04327,C0167,2023-03-05,240.71
T04328,C0298,2023-12-28,64.52
T04329,C0151,2023-11-26,26.94
T04330,C0326,2023-12-24,43.61
T04331,C0002,2023-09-08,113.34
T04332,C0152,2024-03-03,41.89
T04333,C0401,2023-01-17,29.16
T04334,C0365,2024-03-18,97.12
T04335,C0065,2023-05-21,79.79
T04336,C0326,2023-11-04,132.43
T04337,C0069,2024-03-19,136.09
T04338,C0121,2024-05-10,266.29
T04339,C0109,2024-03-01,29.4
T04340,C0316,2024-04-19,27.98
T04341,C0247,2023-11-16,351.86
T04342,C0434,2023-09-02,102.64
T04343,C0093,2024-03-25,119.24
T04344,C0268,2023-10-17,32.61
T04345,C0103,2023-12-17,30.43
T04346,C0431,2023-03-28,38.1
T04347,C0112,2023-07-18,66.79
T04348,C0321,2023-12-24,33.75
T04349,C0411,2024-03-23,69.34
T04350,C0304,2023-06-10,86.84
T04351,C0344,2023-05-20,25.02
T04352,C0062,2024-05-07,34.1
T04353,C0300,2023-03-17,60.27
T04354,C0403,2023-01-19,29.11
T04355,C0136,2024-01-28,35.75
T04356,C0055,2023-11-26,44.78
T04357,C0108,2024-02-05,67.11
T04358,C0303,2023-02-19,119.1
T04359,C0258,2023-08-20,35.68
T04360,C0253,2023-10-22,125.44
T04361,C0222,2024-02-29,169.86
T04362,C0369,2024-01-29,104.05
T04363,C0167,2023-01-12,28.35
T04364,C0429,2023-12-01,68.57
T04365,C0160,2024-04-23,105.93
T04366,C0166,2023-01-15,313.02
T04367,C0205,2023-01-28,252.44
T04368,C0267,2024-01-23,62.78
T04369,C0138,2023-10-19,96.77
T04370,C0368,2024-01-10,191.1
T04371,C0346,2023-11-17,158.36
T04372,C0248,2023-09-07,73.96
T04373,C0055,2024-05-06,47.71
T04374,C0404,2023-04-08,36.06
T04375,C0209,2023-10-30,75.2
T04376,C0017,2023-12-03,121.24
T04377,C0068,2023-02-08,287.42
T04378,C0133,2023-02-07,173.44
T04379,C0188,2023-10-27,42.13
T04380,C0407,2023-06-28,120.41
T04381,C0430,2023-04-07,50.59
T04382,C0308,2024-01-15,111.28
T04383,C0138,2024-04-13,107.2
T04384,C0174,2023-10-09,48.85
T04385,C0412,2023-08-26,45.03
T04386,C0097,2023-06-13,33.23
T04387,C0171,2024-03-28,28.89
T04388,C0154,2023-04-07,171.63
T04389,C0183,2023-09-14,28.84
T04390,C0242,2023-11-05,31.97
T04391,C0304,2023-09-19,45.47
T04392,C0285,2023-10-20,188.97
T04393,C0027,2023-09-15,55.37
T04394,C0402,2023-09-06,40.97
T04395,C0360,2023-09-02,119.29
T04396,C0060,2023-09-08,53.82
T04397,C0202,2023-05-03,55.41
T04398,C0250,2023-11-21,125.74
T04399,C0362,2024-04-18,46.74
T04400,C0069,2023-06-18,195.3
T04401,C0370,2024-03-10,86.82
T04402,C0021,2023-06-24,82.89
T04403,C0152,2023-09-26,48.07
T04404,C0102,2023-07-23,160.18
T04405,C0387,2023-11-21,88.78
T04406,C0095,2023-03-07,37.68
T04407,C0361,2023-11-11,42.33
T04408,C0229,2023-11-20,72.37
T04409,C0125,2023-02-28,138.44
T04410,C0258,2023-08-07,235.13
T04411,C0322,2024-05-12,106.69
T04412,C0369,2024-01-08,77.91
T04413,C0426,2023-09-23,46.65
T04414,C0236,2023-05-21,108.8
T04415,C0162,2023-08-24,327.31
T04416,C0042,2024-01-21,73.5
T04417,C0276,2023-08-06,38.27
T04418,C0353,2023-01-15,33.18
T04419,C0068,2023-10-29,48.53
T04420,C0173,2024-03-16,88.2
T04421,C0331,2023-05-18,245.03
T04422,C0125,2024-02-10,51.66
T04423,C0170,2023-08-20,52.33
T04424,C0047,2023-03-30,74.21
T04425,C0261,2024-04-07,213.08
T04426,C0217,2023-03-18,65.73
T04427,C0305,2023-05-16,43.95
T04428,C0124,2024-02-09,38.36
T04429,C0293,2024-04-13,70.8
T04430,C0162,2024-02-10,145.96
T04431,C0201,2023-04-20,50.83
T04432,C0402,2023-12-19,78.89
T04433,C0275,2023-10-28,94.29
T04434,C0206,2023-04-01,69.9
T04435,C0040,2024-02-28,40.96
T04436,C0273,2024-01-05,216.08
T04437,C0188,2024-02-10,87.51
T04438,C0355,2024-02-18,122.96
T04439,C0093,2023-07-09,100.8
T04440,C0042,2023-03-14,492.92
T04441,C0379,2023-06-22,70.7
T04442,C0107,2023-02-04,66.5
T04443,C0328,2023-07-29,58.49
T04444,C0065,2023-10-25,58.66
T04445,C0365,2023-05-13,49.2
T04446,C0309,2023-10-10,320.8
T04447,C0135,2023-07-17,178.47
T04448,C0389,2024-03-21,53.56
T04449,C0024,2023-02-01,52.31
T04450,C0028,2023-05-16,33.2
T04451,C0062,2023-09-05,182.19
T04452,C0273,2023-12-25,59.86
T04453,C0229,2023-12-07,88.76
T04454,C0020,2023-05-26,197.98
T04455,C0003,2023-11-30,64.33
T04456,C0421,2023-05-23,148.33
T04457,C0218,2023-08-22,67.2
T04458,C0399,2024-02-14,115.53
T04459,C0307,2024-03-12,67.31
T04460,C0432,2023-02-13,62.41
T04461,C0136,2023-02-01,375.91
T04462,C0397,2023-08-19,96.07
T04463,C0432,2023-01-28,59.34
T04464,C0003,2024-02-27,47.36
T04465,C0193,2024-05-05,28.04
T04466,C0073,2023-06-09,116.96
T04467,C0415,2023-11-29,59.91
T04468,C0361,2023-07-26,154.13
T04469,C0118,2023-01-18,58.93
T04470,C0154,2023-04-13,60.05
T04471,C0209,2023-03-11,138.28
T04472,C0034,2023-04-29,75.42
T04473,C0137,2023-05-19,187.14
T04474,C0318,2023-06-09,91.89
T04475,C0120,2023-08-20,45.65
T04476,C0115,2023-05-28,88.0
T04477,C0013,2023-12-19,25.3
T04478,C0069,2024-02-28,53.09
T04479,C0425,2024-01-27,42.49
T04480,C0333,2023-08-31,104.64
T04481,C0257,2023-02-04,35.97
T04482,C0089,2023-11-21,50.7
T04483,C0047,2024-01-17,55.18
T04484,C0260,2023-12-21,25.25
T04485,C0228,2023-08-27,28.59
T04486,C0180,2023-11-30,52.95
T04487,C0010,2023-05-29,43.86
T04488,C0284,2023-04-21,34.32
T04489,C0377,2024-02-12,37.56
T04490,C0126,2023-01-17,160.38
T04491,C0134,2024-02-06,111.24
T04492,C0155,2023-08-14,74.64
T04493,C0248,2023-05-20,204.66
T04494,C0140,2023-05-24,27.25
T04495,C0318,2023-09-17,56.73
T04496,C0436,2023-08-05,155.03
T04497,C0176,2023-06-11,99.22
T04498,C0323,2023-04-02,325.01
T04499,C0174,2023-06-23,241.87
T04500,C0074,2023-11-27,38.97
T04501,C0351,2023-07-24,293.13
T04502,C0143,2024-02-19,243.26
T04503,C0292,2023-06-02,60.08
T04504,C0398,2023-04-13,330.06
T04505,C0112,2023-07-21,27.74
T04506,C0206,2023-10-07,106.08
T04507,C0131,2023-03-06,48.21
T04508,C0369,2023-04-27,35.4
T04509,C0110,2023-06-02,89.62
T04510,C0370,2023-06-05,52.43
T04511,C0067,2023-06-13,107.43
T04512,C0382,2023-03-23,83.24
T04513,C0086,2023-01-06,62.39
T04514,C0275,2023-11-18,40.05
T04515,C0227,2023-03-08,93.96
T04516,C0438,2023-08-26,157.56
T04517,C0325,2023-03-13,93.72
T04518,C0010,2023-04-05,95.72
T04519,C0417,2023-10-31,78.78
T04520,C0397,2024-04-11,61.86
T04521,C0384,2024-05-12,70.86
T04522,C0355,2023-11-22,367.03
T04523,C0435,2023-03-19,128.87
T04524,C0288,2023-03-08,67.23
T04525,C0112,2023-06-25,70.84
T04526,C0024,2023-11-17,76.93
T04527,C0291,2023-06-21,105.76
T04528,C0339,2024-04-22,72.05
T04529,C0326,2023-09-12,111.92
T04530,C0168,2023-03-04,54.94
T04531,C0438,2023-10-29,64.65
T04532,C0109,2024-02-07,174.66
T04533,C0428,2023-09-03,54.91
T04534,C0190,2023-07-11,275.23
T04535,C0355,2024-04-11,39.2
T04536,C0196,2023-11-25,45.75
T04537,C0033,2023-03-12,71.73
T04538,C0205,2024-01-01,144.74
T04539,C0312,2023-08-17,123.64
T04540,C0420,2024-03-09,39.38
T04541,C0182,2023-03-04,45.26
T04542,C0147,2023-10-24,89.22
T04543,C0427,2023-09-02,51.23
T04544,C0268,2023-01-07,66.16
T04545,C0011,2024-01-28,75.0
T04546,C0070,2023-09-17,92.65
T04547,C0256,2023-03-30,46.68
T04548,C0396,2023-06-26,38.36
T04549,C0219,2023-07-23,63.13
T04550,C0297,2023-05-14,31.42
T04551,C0409,2023-03-23,81.11
T04552,C0362,2024-05-02,162.26
T04553,C0259,2023-01-21,34.5
T04554,C0003,2024-02-03,33.97
T04555,C0084,2023-05-08,31.27
T04556,C0156,2023-07-14,166.22
T04557,C0151,2023-07-13,31.31
T04558,C0176,2023-07-03,332.66
T04559,C0195,2023-09-04,58.28
T04560,C0426,2023-12-27,54.9
T04561,C0107,2023-12-26,32.21
T04562,C0424,2023-11-20,91.08
T04563,C0134,2023-06-09,91.12
T04564,C0276,2023-07-13,76.06
T04565,C0395,2023-04-20,52.94
T04566,C0352,2024-02-17,59.48
T04567,C0380,2023-03-07,53.98
T04568,C0155,2024-02-22,66.65
T04569,C0277,2023-09-11,56.37
T04570,C0236,2023-10-10,109.41
T04571,C0240,2023-03-01,51.3
T04572,C0370,2023-04-28,57.41
T04573,C0013,2024-02-27,67.88
T04574,C0342,2023-02-13,25.3
T04575,C0035,2024-04-30,75.81
T04576,C0047,2023-07-29,47.16
T04577,C0214,2023-02-05,29.33
T04578,C0412,2023-01-19,206.45
T04579,C0405,2023-04-01,54.19
T04580,C0146,2023-10-28,66.65
T04581,C0159,2023-07-31,156.73
T04582,C0125,2024-02-09,38.69
T04583,C0110,2024-02-11,167.44
T04584,C0037,2023-08-10,45.74
T04585,C0277,2023-08-05,91.69
T04586,C0014,2023-08-11,111.8
T04587,C0347,2024-02-15,201.55
T04588,C0232,2023-04-08,95.17
T04589,C0316,2024-03-31,70.28
T04590,C0124,2023-01-19,88.69
T04591,C0279,2023-10-24,41.93
T04592,C0111,2023-01-26,112.62
T04593,C0124,2023-01-28,40.52
T04594,C0413,2023-03-05,86.11
T04595,C0431,2023-11-20,103.22
T04596,C0030,2023-08-11,196.64
T04597,C0115,2023-03-21,69.86
T04598,C0090,2023-02-20,136.99
T04599,C0212,2024-04-02,38.75
T04600,C0038,2023-04-12,37.74
T04601,C0083,2023-06-25,80.8
T04602,C0027,2023-01-10,93.04
T04603,C0217,2023-08-25,100.04
T04604,C0360,2024-04-01,127.69
T04605,C0372,2024-02-27,51.21
T04606,C0215,2023-04-10,98.09
T04607,C0221,2024-05-13,40.63
T04608,C0015,2024-01-13,43.54
T04609,C0259,2023-08-16,30.23
T04610,C0266,2024-02-07,128.08
T04611,C0120,2023-03-05,78.04
T04612,C0401,2024-01-15,45.4
T04613,C0128,2023-01-19,85.93
T04614,C0211,2023-11-28,57.8
T04615,C0011,2023-11-14,161.15
T04616,C0176,2023-05-21,81.33
T04617,C0133,2023-01-25,27.27
T04618,C0325,2023-08-16,340.46
T04619,C0320,2023-03-30,30.79
T04620,C0014,2023-04-02,114.29
T04621,C0050,2023-02-11,68.12
T04622,C0410,2024-01-08,46.51
T04623,C0072,2023-10-22,109.63
T04624,C0069,2024-02-18,35.09
T04625,C0391,2024-01-24,171.53
T04626,C0383,2023-03-22,46.64
T04627,C0016,2024-02-06,58.64
T04628,C0334,2023-04-17,100.11
T04629,C0357,2023-04-21,25.08
T04630,C0056,2023-10-04,73.01
T04631,C0105,2023-08-02,193.5
T04632,C0132,2023-08-19,110.56
T04633,C0048,2023-11-02,61.81
T04634,C0248,2023-05-01,106.0
T04635,C0273,2023-05-14,231.84
T04636,C0111,2023-11-02,40.6
T04637,C0420,2023-07-27,81.92
T04638,C0326,2024-03-25,45.07
T04639,C0336,2024-01-06,169.43
T04640,C0349,2023-09-14,120.75
T04641,C0038,2023-07-04,146.11
T04642,C0357,2023-10-13,239.87
T04643,C0240,2024-03-17,44.83
T04644,C0318,2023-12-29,28.75
T04645,C0121,2023-06-29,50.78
T04646,C0048,2024-02-25,63.2
T04647,C0010,2023-02-17,98.59
T04648,C0233,2023-03-28,144.85
T04649,C0036,2024-01-20,57.29
T04650,C0413,2023-01-19,73.11
T04651,C0004,2023-02-15,140.45
T04652,C0044,2024-03-26,44.15
T04653,C0056,2024-01-21,43.36
T04654,C0042,2023-02-25,91.73
T04655,C0255,2023-08-17,67.96
T04656,C0228,2023-05-25,248.04
T04657,C0114,2023-04-02,58.12
T04658,C0237,2023-03-23,131.89
T04659,C0397,2023-08-13,90.62
T04660,C0174,2023-03-20,29.21
T04661,C0255,2023-05-30,31.61
T04662,C0417,2023-12-27,42.03
T04663,C0277,2023-10-10,36.59
T04664,C0335,2023-11-07,54.97
T04665,C0069,2024-04-29,89.88
T04666,C0326,2023-06-09,94.17
T04667,C0230,2023-11-12,91.46
T04668,C0067,2023-12-31,34.38
T04669,C0304,2024-04-11,93.76
T04670,C0417,2023-06-05,64.54
T04671,C0036,2023-06-05,200.02
T04672,C0417,2024-01-11,207.27
T04673,C0159,2023-07-21,134.63
T04674,C0149,2024-04-12,116.08
T04675,C0027,2024-02-13,34.16
T04676,C0072,2023-12-07,31.64
T04677,C0248,2024-04-06,162.84
T04678,C0101,2023-12-08,66.77
T04679,C0190,2023-04-27,70.02
T04680,C0096,2023-06-03,166.19
T04681,C0384,2023-12-30,97.85
T04682,C0282,2023-11-27,39.83
T04683,C0322,2023-04-29,42.78
T04684,C0396,2023-07-18,25.48
T04685,C0278,2024-02-05,118.01
T04686,C0017,2024-04-10,74.86
T04687,C0263,2023-09-20,249.63
T04688,C0107,2023-07-03,118.89
T04689,C0068,2024-03-23,33.17
T04690,C0128,2023-05-28,38.21
T04691,C0293,2023-06-15,77.25
T04692,C0294,2023-03-16,219.14
T04693,C0096,2023-08-24,46.3
T04694,C0395,2023-11-10,155.97
T04695,C0001,2023-09-29,53.08
T04696,C0409,2023-06-28,48.59
T04697,C0298,2023-10-10,198.75
T04698,C0180,2023-02-20,28.63
T04699,C0408,2023-03-16,106.07
T04700,C0181,2023-05-24,28.31
T04701,C0235,2023-12-09,145.99
T04702,C0319,2023-07-07,157.63
T04703,C0337,2023-05-03,192.87
T04704,C0008,2023-11-28,40.44
T04705,C0429,2023-09-08,34.97
T04706,C0027,2023-10-23,77.52
T04707,C0308,2023-11-19,48.77
T04708,C0146,2023-05-10,94.91
T04709,C0091,2023-09-09,79.08
T04710,C0342,2023-12-24,36.74
T04711,C0272,2024-03-07,125.82
T04712,C0322,2023-06-29,147.14
T04713,C0005,2024-02-12,272.35
T04714,C0082,2023-12-15,62.76
T04715,C0387,2024-05-09,55.91
T04716,C0219,2023-04-20,41.01
T04717,C0118,2024-04-26,39.96
T04718,C0081,2024-04-12,54.04
T04719,C0070,2023-12-04,325.54
T04720,C0115,2023-03-19,32.26
T04721,C0263,2024-04-10,47.52
T04722,C0306,2023-01-02,31.74
T04723,C0142,2023-11-17,48.98
T04724,C0422,2023-10-03,32.27
T04725,C0207,2023-10-17,78.24
T04726,C0111,2023-10-24,68.27
T04727,C0303,2023-06-18,39.34
T04728,C0112,2023-08-28,39.41
T04729,C0417,2024-04-03,98.78
T04730,C0043,2024-04-19,61.72
T04731,C0347,2023-01-23,29.34
T04732,C0285,2023-10-21,214.61
T04733,C0128,2023-06-21,63.93
T04734,C0185,2023-11-19,92.06
T04735,C0229,2023-11-14,187.48
T04736,C0389,2024-01-31,63.58
T04737,C0221,2023-10-13,153.89
T04738,C0352,2024-04-23,209.66
T04739,C0117,2023-12-09,39.34
T04740,C0070,2023-07-12,192.26
T04741,C0386,2023-06-18,34.57
T04742,C0070,2024-02-08,49.13
T04743,C0110,2023-04-28,148.85
T04744,C0427,2023-01-06,198.21
T04745,C0132,2023-11-27,111.43
T04746,C0056,2024-04-27,33.31
T04747,C0089,2023-05-12,80.52
T04748,C0137,2023-04-03,88.76
T04749,C0131,2023-09-08,49.83
T04750,C0218,2023-01-10,380.8
T04751,C0176,2023-02-20,55.67
T04752,C0171,2023-12-15,42.7
T04753,C0100,2023-10-21,33.75
T04754,C0129,2023-05-09,60.67
T04755,C0057,2024-05-02,113.47
T04756,C0181,2024-01-27,44.74
T04757,C0246,2023-09-06,135.08
T04758,C0144,2023-04-12,35.91
T04759,C0051,2023-12-03,68.55
T04760,C0368,2023-03-24,115.89
T04761,C0218,2023-07-10,35.9
T04762,C0104,2024-02-21,93.32
T04763,C0383,2023-05-23,145.32
T04764,C0055,2023-08-25,92.89
T04765,C0257,2023-10-14,78.73
T04766,C0346,2023-10-04,161.65
T04767,C0156,2024-01-22,342.11
T04768,C0053,2024-01-17,40.0
T04769,C0329,2024-03-25,113.17
T04770,C0187,2023-10-18,31.31
T04771,C0364,2023-06-18,28.28
T04772,C0150,2024-03-18,49.72
T04773,C0264,2023-05-24,290.33
T04774,C0250,2023-07-03,85.25
T04775,C0433,2023-02-14,48.43
T04776,C0298,2023-08-31,35.67
T04777,C0411,2023-11-11,214.6
T04778,C0423,2024-03-09,58.75
T04779,C0211,2024-04-13,52.47
T04780,C0025,2023-09-25,171.38
T04781,C0294,2024-04-20,94.55
T04782,C0341,2023-09-10,38.85
T04783,C0152,2024-01-31,66.05
T04784,C0024,2023-10-16,222.57
T04785,C0252,2023-07-31,198.6
T04786,C0060,2024-05-02,30.45
T04787,C0434,2023-06-26,48.46
T04788,C0367,2023-01-21,37.59
T04789,C0066,2023-11-12,82.24
T04790,C0398,2023-02-21,128.97
T04791,C0053,2024-03-13,51.27
T04792,C0416,2024-02-27,131.41
T04793,C0106,2023-08-21,107.86
T04794,C0096,2024-03-08,122.71
T04795,C0176,2023-05-03,247.09
T04796,C0039,2023-12-28,66.45
T04797,C0168,2024-03-23,56.46
T04798,C0042,2023-04-10,111.36
T04799,C0367,2023-08-02,148.6
T04800,C0104,2024-02-14,40.94
T04801,C0333,2023-11-23,165.7
T04802,C0204,2023-05-15,29.47
T04803,C0008,2024-03-31,25.48
T04804,C0282,2023-11-14,37.94
T04805,C0396,2023-08-06,313.56
T04806,C0043,2023-03-29,80.61
T04807,C0435,2023-10-07,28.58
T04808,C0110,2023-02-09,465.21
T04809,C0210,2023-08-28,127.46
T04810,C0237,2023-11-28,161.51
T04811,C0356,2024-03-06,42.96
T04812,C0319,2023-05-16,33.36
T04813,C0049,2023-07-01,79.28
T04814,C0115,2023-09-22,135.94
T04815,C0155,2023-09-16,101.16
T04816,C0137,2023-07-01,99.78
T04817,C0167,2023-01-21,131.13
T04818,C0321,2023-12-17,44.31
T04819,C0199,2024-03-07,106.25
T04820,C0071,2024-03-06,62.33
T04821,C0007,2024-04-16,30.42
T04822,C0200,2023-07-15,41.94
T04823,C0336,2023-07-31,143.49
T04824,C0067,2024-03-22,194.7
T04825,C0138,2023-01-16,49.93
T04826,C0242,2023-07-21,40.84
T04827,C0213,2023-12-29,27.03
T04828,C0181,2023-08-06,246.3
T04829,C0254,2023-04-03,111.37
T04830,C0101,2023-05-13,261.04
T04831,C0351,2023-05-19,174.55
T04832,C0087,2023-06-06,56.22
T04833,C0185,2024-05-07,33.97
T04834,C0091,2023-12-01,76.84
T04835,C0248,2023-03-11,27.04
T04836,C0214,2023-10-31,37.18
T04837,C0359,2023-01-15,44.94
T04838,C0249,2023-08-23,107.17
T04839,C0126,2023-07-31,78.48
T04840,C0411,2023-10-17,52.01
T04841,C0438,2023-03-01,87.39
T04842,C0369,2023-09-09,35.03
T04843,C0004,2024-03-21,130.7
T04844,C0088,2023-01-02,118.37
T04845,C0151,2023-08-24,43.3
T04846,C0176,2023-12-02,94.93
T04847,C0211,2023-01-19,77.48
T04848,C0426,2024-04-26,29.71
T04849,C0259,2023-02-18,49.45
T04850,C0091,2023-03-19,592.52
T04851,C0259,2024-04-16,32.86
T04852,C0412,2023-01-28,77.95
T04853,C0191,2023-02-17,166.95
T04854,C0081,2023-04-06,51.82
T04855,C0415,2023-06-14,47.65
T04856,C0138,2024-04-02,191.09
T04857,C0433,2024-03-08,52.27
T04858,C0350,2023-12-31,104.06
T04859,C0126,2023-06-25,126.12
